name,n_elements,mean_atomic_number,mean_atomic_mass,mean_electronegativity,mean_ionization_energy,mean_electron_affinity,mean_covalent_radius,mean_vdw_radius,mean_boiling_point,mean_melting_point,mean_density
hMOF-24469,6,14.5,31.384832,2.64,12.369667,1.1286666,81.0,153.5,966.30664,818.8333,2.0876284
hMOF-2447,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-24470,6,14.5,31.384832,2.64,12.369667,1.1286666,81.0,153.5,966.30664,818.8333,2.0876284
hMOF-24471,6,14.5,31.384832,2.64,12.369667,1.1286666,81.0,153.5,966.30664,818.8333,2.0876284
hMOF-24472,6,14.5,31.384832,2.64,12.369667,1.1286666,81.0,153.5,966.30664,818.8333,2.0876284
hMOF-24473,6,14.5,31.384832,2.64,12.369667,1.1286666,81.0,153.5,966.30664,818.8333,2.0876284
hMOF-24474,6,14.5,31.384832,2.64,12.369667,1.1286666,81.0,153.5,966.30664,818.8333,2.0876284
hMOF-24475,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24476,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24477,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24479,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-2448,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-24480,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24481,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24482,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24483,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24484,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24485,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24486,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24487,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24488,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24489,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-2449,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-24490,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24491,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24492,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24493,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-24494,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-24495,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-24496,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-24497,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-24498,6,11.5,23.976334,2.6733334,12.562,1.1701666,78.0,151.83333,950.825,803.13336,1.56783
hMOF-24499,6,11.5,23.976334,2.6733334,12.562,1.1701666,78.0,151.83333,950.825,803.13336,1.56783
hMOF-245,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-2450,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-24500,6,11.5,23.976334,2.6733334,12.562,1.1701666,78.0,151.83333,950.825,803.13336,1.56783
hMOF-24501,6,11.5,23.976334,2.6733334,12.562,1.1701666,78.0,151.83333,950.825,803.13336,1.56783
hMOF-24502,6,11.5,23.976334,2.6733334,12.562,1.1701666,78.0,151.83333,950.825,803.13336,1.56783
hMOF-24503,6,11.5,23.976334,2.6733334,12.562,1.1701666,78.0,151.83333,950.825,803.13336,1.56783
hMOF-24504,6,11.5,23.976334,2.6733334,12.562,1.1701666,78.0,151.83333,950.825,803.13336,1.56783
hMOF-24505,6,14.5,31.384832,2.64,12.369667,1.1286666,81.0,153.5,966.30664,818.8333,2.0876284
hMOF-24506,6,14.5,31.384832,2.64,12.369667,1.1286666,81.0,153.5,966.30664,818.8333,2.0876284
hMOF-24507,6,14.5,31.384832,2.64,12.369667,1.1286666,81.0,153.5,966.30664,818.8333,2.0876284
hMOF-24508,6,14.5,31.384832,2.64,12.369667,1.1286666,81.0,153.5,966.30664,818.8333,2.0876284
hMOF-24509,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-2451,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-24510,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24511,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24512,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24513,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24514,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24515,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24516,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24517,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24518,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24519,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-2452,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-24520,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24521,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24522,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24523,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24524,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24525,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24526,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24527,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24528,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24529,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-2453,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-24530,6,11.5,23.976334,2.6733334,12.562,1.1701666,78.0,151.83333,950.825,803.13336,1.56783
hMOF-24531,6,11.5,23.976334,2.6733334,12.562,1.1701666,78.0,151.83333,950.825,803.13336,1.56783
hMOF-24532,6,14.5,31.384832,2.64,12.369667,1.1286666,81.0,153.5,966.30664,818.8333,2.0876284
hMOF-24533,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24534,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24535,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24536,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24537,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-24538,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24539,4,12.75,26.84925,2.67,12.2015,0.6635,83.75,154.0,1361.39,1158.2975,2.35092
hMOF-2454,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-24540,4,12.75,26.84925,2.67,12.2015,0.6635,83.75,154.0,1361.39,1158.2975,2.35092
hMOF-24541,4,12.75,26.84925,2.67,12.2015,0.6635,83.75,154.0,1361.39,1158.2975,2.35092
hMOF-24542,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24543,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24544,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24545,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24546,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-24547,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-24548,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-24549,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-2455,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-24550,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-24551,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-24552,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-24553,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-24554,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-24555,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-24556,6,11.5,23.976334,2.6733334,12.562,1.1701666,78.0,151.83333,950.825,803.13336,1.56783
hMOF-24557,6,11.5,23.976334,2.6733334,12.562,1.1701666,78.0,151.83333,950.825,803.13336,1.56783
hMOF-24558,6,11.5,23.976334,2.6733334,12.562,1.1701666,78.0,151.83333,950.825,803.13336,1.56783
hMOF-24559,6,11.5,23.976334,2.6733334,12.562,1.1701666,78.0,151.83333,950.825,803.13336,1.56783
hMOF-2456,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-24560,6,11.5,23.976334,2.6733334,12.562,1.1701666,78.0,151.83333,950.825,803.13336,1.56783
hMOF-24561,6,11.5,23.976334,2.6733334,12.562,1.1701666,78.0,151.83333,950.825,803.13336,1.56783
hMOF-24562,6,11.5,23.976334,2.6733334,12.562,1.1701666,78.0,151.83333,950.825,803.13336,1.56783
hMOF-24563,6,11.5,23.976334,2.6733334,12.562,1.1701666,78.0,151.83333,950.825,803.13336,1.56783
hMOF-24564,6,11.5,23.976334,2.6733334,12.562,1.1701666,78.0,151.83333,950.825,803.13336,1.56783
hMOF-24565,6,11.5,23.976334,2.6733334,12.562,1.1701666,78.0,151.83333,950.825,803.13336,1.56783
hMOF-24566,6,11.5,23.976334,2.6733334,12.562,1.1701666,78.0,151.83333,950.825,803.13336,1.56783
hMOF-24567,6,11.5,23.976334,2.6733334,12.562,1.1701666,78.0,151.83333,950.825,803.13336,1.56783
hMOF-24568,6,14.5,31.384832,2.64,12.369667,1.1286666,81.0,153.5,966.30664,818.8333,2.0876284
hMOF-24569,6,14.5,31.384832,2.64,12.369667,1.1286666,81.0,153.5,966.30664,818.8333,2.0876284
hMOF-2457,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-24570,6,14.5,31.384832,2.64,12.369667,1.1286666,81.0,153.5,966.30664,818.8333,2.0876284
hMOF-24571,6,14.5,31.384832,2.64,12.369667,1.1286666,81.0,153.5,966.30664,818.8333,2.0876284
hMOF-24572,6,14.5,31.384832,2.64,12.369667,1.1286666,81.0,153.5,966.30664,818.8333,2.0876284
hMOF-24573,6,14.5,31.384832,2.64,12.369667,1.1286666,81.0,153.5,966.30664,818.8333,2.0876284
hMOF-24574,6,14.5,31.384832,2.64,12.369667,1.1286666,81.0,153.5,966.30664,818.8333,2.0876284
hMOF-24575,6,14.5,31.384832,2.64,12.369667,1.1286666,81.0,153.5,966.30664,818.8333,2.0876284
hMOF-24576,6,14.5,31.384832,2.64,12.369667,1.1286666,81.0,153.5,966.30664,818.8333,2.0876284
hMOF-24577,6,14.5,31.384832,2.64,12.369667,1.1286666,81.0,153.5,966.30664,818.8333,2.0876284
hMOF-24578,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24579,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-2458,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-24580,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24581,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24582,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24583,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24584,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24585,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24586,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24587,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24588,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24589,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-2459,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-24590,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24591,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24592,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24593,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24594,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24595,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24596,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24597,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24598,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24599,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-246,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-2460,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-24600,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24601,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24602,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24603,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24604,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24605,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24606,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24607,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24608,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24609,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-2461,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-24610,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24611,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24612,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24613,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24614,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24615,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24616,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24617,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24618,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24619,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-2462,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-24620,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24621,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24622,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-24623,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-24624,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-24625,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-24626,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-24627,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-24628,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-24629,6,11.5,23.976334,2.6733334,12.562,1.1701666,78.0,151.83333,950.825,803.13336,1.56783
hMOF-2463,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-24630,6,11.5,23.976334,2.6733334,12.562,1.1701666,78.0,151.83333,950.825,803.13336,1.56783
hMOF-24631,6,11.5,23.976334,2.6733334,12.562,1.1701666,78.0,151.83333,950.825,803.13336,1.56783
hMOF-24632,6,11.5,23.976334,2.6733334,12.562,1.1701666,78.0,151.83333,950.825,803.13336,1.56783
hMOF-24633,6,11.5,23.976334,2.6733334,12.562,1.1701666,78.0,151.83333,950.825,803.13336,1.56783
hMOF-24634,6,11.5,23.976334,2.6733334,12.562,1.1701666,78.0,151.83333,950.825,803.13336,1.56783
hMOF-24635,6,11.5,23.976334,2.6733334,12.562,1.1701666,78.0,151.83333,950.825,803.13336,1.56783
hMOF-24636,6,11.5,23.976334,2.6733334,12.562,1.1701666,78.0,151.83333,950.825,803.13336,1.56783
hMOF-24637,6,14.5,31.384832,2.64,12.369667,1.1286666,81.0,153.5,966.30664,818.8333,2.0876284
hMOF-24638,6,14.5,31.384832,2.64,12.369667,1.1286666,81.0,153.5,966.30664,818.8333,2.0876284
hMOF-24639,6,14.5,31.384832,2.64,12.369667,1.1286666,81.0,153.5,966.30664,818.8333,2.0876284
hMOF-2464,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-24640,6,14.5,31.384832,2.64,12.369667,1.1286666,81.0,153.5,966.30664,818.8333,2.0876284
hMOF-24641,6,14.5,31.384832,2.64,12.369667,1.1286666,81.0,153.5,966.30664,818.8333,2.0876284
hMOF-24642,6,14.5,31.384832,2.64,12.369667,1.1286666,81.0,153.5,966.30664,818.8333,2.0876284
hMOF-24643,6,14.5,31.384832,2.64,12.369667,1.1286666,81.0,153.5,966.30664,818.8333,2.0876284
hMOF-24644,6,14.5,31.384832,2.64,12.369667,1.1286666,81.0,153.5,966.30664,818.8333,2.0876284
hMOF-24645,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24646,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24647,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24648,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24649,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-2465,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-24650,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24651,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24652,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24653,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24654,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24655,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24656,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24657,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24658,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24659,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-2466,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-24660,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24661,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24662,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24663,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24664,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24665,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24666,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24667,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24668,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24669,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-2467,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-24670,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24671,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24672,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24673,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24674,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24675,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24676,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24677,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24678,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24679,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-2468,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-24680,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24681,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24682,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-24683,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-24684,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-24685,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-24686,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-24687,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-24688,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-24689,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-2469,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-24690,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-24691,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-24692,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-24693,6,11.5,23.976334,2.6733334,12.562,1.1701666,78.0,151.83333,950.825,803.13336,1.56783
