filename,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,All_Metals,Has_OMS,Open_Metal_Sites,Extension,FSR_overlap,from_CSD,public,DISORDER,CSD_overlap_inCoRE,CSD_of_WoS_inCoRE,CSD_overlap_inCCDC,date_CSD,DOI_public,Note,Matched_CSD_of_CoRE,Possible_List_CSD_of_CoRE,dataset
ic501898x_si_004_clean,4.62157,2.70851,4.56085,1.40882,0.0,0.0,776.799,551.383,0.489,0.347099,0.0,Co,No, ,clean,Y,N,Y,,Y,DOTVOZ,Y,31/07/2014,10.1021/ic501898x,"1 SI, 1 Structure",DOTVOZ,,CoRE-MOF-2019-ASR
EBAVOV_clean,5.06494,3.47701,5.06494,1.20126,1010.26,841.002,0.0,0.0,0.4938,0.411069,0.0,Co,Yes,Co,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
QIXNES_clean,5.40564,4.53621,5.32703,1.33406,1524.22,1142.54,0.0,0.0,0.5456,0.408976,0.0,Y,Yes,Y,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
ACOLIP_clean,4.91034,3.57647,4.78103,1.04949,1065.44,1015.2,0.0,0.0,0.5434,0.517777,0.0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
XAPGAZ_clean,10.38016,8.73539,10.36807,1.35659,2005.54,1478.37,0.0,0.0,0.7244,0.533985,0.0,"Mo,Zn",Yes,"Mo,Zn",clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
DAXJET_clean,3.45389,3.20739,3.45389,1.41212,0.0,0.0,8.91853,6.31569,0.4856,0.34388,0.0,Fe,No, ,clean,Y,Y,Y,DISORDER,N,,,,,,,,CoRE-MOF-2019-ASR
WAGPOM_clean,6.05183,3.6671,5.75896,1.42859,1292.17,904.505,0.0,0.0,0.5478,0.383455,0.0,Cd,Yes,Cd,clean,N,Y,Y,DISORDER,N,,,,,,,,CoRE-MOF-2019-ASR
OTOROF_clean,4.62368,2.47599,4.62368,1.1397,0.0,0.0,729.881,640.417,0.5668,0.497326,0.0,"Mn,Fe",Yes,Mn,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
SIDCAL_clean,9.18075,7.95829,9.18075,1.0779,1545.97,1434.24,0.0,0.0,0.5948,0.551815,0.0,Cd,No, ,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
DUPKAC_clean,11.8886,6.57125,10.69212,0.647287,2123.23,3280.21,0.0,0.0,0.7376,1.13953,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
ZARZAV_clean,5.22384,3.95101,5.21614,1.32405,863.286,652.003,0.0,0.0,0.4802,0.362674,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
AFUKET_clean,5.96671,4.7743,5.96671,0.9597,1662.19,1731.99,97.0966,101.174,0.5958,0.620819,0.0,Mn,Yes,Mn,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
CEZFIY_clean,5.34194,3.72114,5.30915,1.18992,1017.05,854.72,0.0,0.0,0.4786,0.40221,0.0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
XAVQIU_clean,4.2412,3.56279,4.22796,1.15986,1110.01,957.016,0.0,0.0,0.5978,0.515406,0.0,Co,Yes,Co,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
VUMCEM_clean,5.05124,3.61434,5.04105,1.01673,972.711,956.701,0.0,0.0,0.5318,0.523047,0.0,Co,No, ,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
SUGSEU_clean,11.89133,7.65592,10.99435,0.834492,2026.09,2427.93,0.0,0.0,0.7306,0.875503,0.0,Zn,Yes,Zn,clean,N,Y,Y,DISORDER,N,,,,,,,,CoRE-MOF-2019-ASR
QESLIK_clean,4.25105,2.79127,4.25105,2.6255,0.0,0.0,312.889,119.173,0.4056,0.154485,0.0,In,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
WAPTEP_clean,6.48524,4.68827,6.48524,3.20545,1822.68,568.619,0.0,0.0,0.5808,0.181191,0.0,"As,W,Sm",Yes,"As,W,Sm",clean,N,Y,Y,DISORDER,N,,,,,,,,CoRE-MOF-2019-ASR
ic9002115_si_001_clean,5.30738,5.07102,5.30738,1.24196,982.107,790.77,0.0,0.0,0.4718,0.379883,0.0,Zn,No, ,clean,Y,N,Y,,Y,COWPOU,Y,03/10/2008,10.1021/ic9002115,"1 SI, 1 Structure",COWPOU,,CoRE-MOF-2019-ASR
ALUJIB_clean,6.08943,4.42337,5.91878,1.4324,1320.62,921.959,0.0,0.0,0.5424,0.378664,0.0,Ce,Yes,Ce,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
ZOFZOL_clean,9.41161,6.60227,9.39434,0.678974,2530.56,3727.03,0.0,0.0,0.7552,1.11227,0.0,Co,Yes,Co,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
ATIXUX_clean,4.75983,4.08689,4.75983,1.55048,933.775,602.248,10.5817,6.82478,0.5034,0.324673,0.0,Cd,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
UCOJED_clean,7.99802,7.49345,7.99418,1.22768,2022.24,1647.21,0.0,0.0,0.665,0.541674,0.0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
KAPGUE_clean,3.49415,2.51542,3.49415,1.87985,0.0,0.0,13.3533,7.10339,0.467,0.248425,0.0,La,Yes,La,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
DUKDIX_clean,4.02194,2.79853,4.01631,2.07478,0.0,0.0,167.353,80.6608,0.413,0.199057,0.0,"Ag,Er",Yes,"Ag,Er",clean,Y,Y,Y,DISORDER,N,,,,,,,,CoRE-MOF-2019-ASR
XIFLOP_clean,3.91972,3.02211,3.91972,2.23068,0.0,0.0,58.8926,26.4012,0.3262,0.146234,0.0,Cd,No, ,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
VAGTAA01_clean,5.66319,4.40941,5.66319,0.999593,1775.32,1776.04,0.0,0.0,0.611,0.611249,0.0,Mg,Yes,Mg,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
RUHFIL_clean,10.02499,8.76011,10.02499,0.882826,2167.55,2455.24,0.0,0.0,0.7844,0.88851,0.0,"Cu,Ce",Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
EMIHEO_charged,9.11282,7.59699,9.11282,1.43722,2463.69,1714.2,0.0,0.0,0.7124,0.495678,0.0,"Cd,In",Yes,In,charged,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
AJOTEY_clean,5.91075,5.20074,5.90935,1.2556,1942.39,1546.98,0.0,0.0,0.6358,0.506371,0.0,V,Yes,V,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
MICDEJ_clean,5.47717,4.50209,5.38717,1.18044,1256.75,1064.65,0.0,0.0,0.5258,0.445429,0.0,Mn,Yes,Mn,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
FIRNUR_clean,6.62054,6.03585,6.61701,0.714161,2609.57,3654.03,0.0,0.0,0.6944,0.97233,0.0,Ni,Yes,Ni,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
acscombsci.5b00188_5024922_clean,20.5205,15.85622,20.5205,0.295002,1403.53,4757.71,0.0,0.0,0.8866,3.00541,0.0,Zn,No, ,clean,Y,N,Y,,N,,N,,,,,,CoRE-MOF-2019-ASR
YOZBEW_clean,8.42176,6.43112,8.32646,0.767708,2167.11,2822.83,0.0,0.0,0.7092,0.923788,0.0,Ag,Yes,Ag,clean,N,Y,Y,DISORDER,N,,,,,,,,CoRE-MOF-2019-ASR
TOVJOF_clean,12.42499,8.36781,12.422,0.470537,2039.96,4335.39,0.0,0.0,0.8052,1.71124,0.0,Fe,Yes,Fe,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
KOGYIP_clean,5.27845,4.86254,5.27845,1.3895,794.839,572.034,0.0,0.0,0.4714,0.33926,0.0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
XEQLEM01_clean,4.50974,2.46232,4.44269,1.30005,0.0,0.0,456.114,350.843,0.4082,0.313988,0.0,Mg,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
KOSMAI_clean,11.0184,9.87166,11.0184,1.18797,1537.56,1294.27,0.0,0.0,0.6322,0.532166,0.0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
FIJYED_clean,4.73259,3.98746,4.61177,1.90177,745.293,391.895,0.0,0.0,0.4318,0.227052,0.0,Al,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
DACSEI_clean,11.09615,4.22518,11.09615,1.45844,1887.17,1293.96,0.0,0.0,0.625,0.428539,0.0,Cu,Yes,Cu,clean,Y,Y,Y,DISORDER,N,,,,,,,,CoRE-MOF-2019-ASR
REXCOO_clean,8.77219,5.8473,8.77219,1.32352,1734.33,1310.39,0.0,0.0,0.6516,0.492323,0.0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
UMAROR_clean,4.34972,2.76546,4.31289,1.96709,0.0,0.0,679.956,345.667,0.466,0.236899,0.0,Ag,Yes,Ag,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
SISPUH_clean,5.99511,5.1936,5.99511,1.69632,1257.02,741.025,0.0,0.0,0.5152,0.303716,0.0,Gd,Yes,Gd,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
LAVZUG_clean,9.32038,5.88413,9.23158,1.53681,2188.0,1423.72,0.0,0.0,0.709,0.461344,0.0,U,Yes,U,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
XODXIZ_clean,4.29096,2.67804,4.17991,1.64279,0.0,0.0,307.939,187.449,0.4464,0.271733,0.0,Y,No, ,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
WUBHEI_clean,4.07203,3.36745,4.05688,1.60485,473.123,294.808,0.0,0.0,0.4778,0.297723,0.0,Sr,Yes,Sr,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
LATCIS_clean,6.18491,5.22174,6.13,1.03702,2650.66,2556.04,0.0,0.0,0.747,0.720336,0.0,Cd,Yes,Cd,clean,Y,Y,Y,DISORDER,N,,,,,,,,CoRE-MOF-2019-ASR
FORPIM_clean,9.59156,4.26108,9.59156,1.02718,2184.13,2126.33,0.0,0.0,0.709,0.690238,0.0,La,Yes,La,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
IVEQAC_clean,4.74809,3.58509,4.40546,1.51827,638.51,420.551,0.0,0.0,0.4406,0.290199,0.0,Ti,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
BOJYIK01_clean,4.80803,2.84792,4.80744,1.60323,0.0,0.0,695.034,433.52,0.501,0.312494,0.0,Tb,Yes,Tb,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
c4dt02048k_c4dt02048k2_clean,4.85859,3.78197,4.84347,1.4363,661.212,460.357,0.0,0.0,0.4384,0.305229,0.0,Eu,Yes,Eu,clean,Y,N,Y,DISORDER,Y,ZOTKEA,Y,19/09/2014,10.1039/c4dt02048k,"1 SI, 3 Structure",ZOTKEA,NORXEZ,CoRE-MOF-2019-ASR
RAVVIU_clean,4.57827,3.5768,4.571,1.86654,688.219,368.714,0.0,0.0,0.4312,0.231016,0.0,Co,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
JUJZEV_clean,4.10763,3.18777,4.0924,1.57643,0.0,0.0,241.65,153.29,0.392,0.248663,0.0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
PERSEM_clean,3.43852,2.43542,3.42208,2.30868,0.0,0.0,20.2157,8.75641,0.4476,0.193877,0.0,"Zn,U",Yes,"Zn,U",clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
QOPZIF_clean,6.77563,4.15655,6.73512,1.06978,1861.11,1739.71,0.0,0.0,0.6378,0.596196,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
NINVAI_clean,11.85606,6.40748,11.85606,0.818223,2181.06,2665.61,0.0,0.0,0.7028,0.858935,0.0,Fe,Yes,Fe,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
ACODUT_clean,5.4607,3.36863,5.4607,1.51914,446.079,293.64,0.0,0.0,0.4404,0.289902,0.0,Yb,No, ,clean,Y,Y,Y,DISORDER,N,,,,,,,,CoRE-MOF-2019-ASR
IGAHAB_clean,8.07676,5.90613,8.07676,1.09695,1250.92,1140.36,257.39,234.642,0.6018,0.548613,0.0,"Cu,Cr",Yes,"Cu,Cr",clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
RUSSAA_clean,4.07915,3.1886,4.07915,1.72591,0.0,0.0,346.893,200.991,0.4054,0.23489,0.0,"Cd,Co",Yes,Co,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
WEYQAU09_clean,4.54974,3.80687,4.54906,1.12252,1599.36,1424.8,0.0,0.0,0.5812,0.517765,0.0,Mn,No, ,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
FUMHOL_clean,4.68606,3.56586,4.60097,1.64124,1221.33,744.153,0.0,0.0,0.5528,0.336819,0.0,"Mo,Cs,Sm",Yes,"Cs,Sm",clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
OMUHUB_clean,6.8672,4.87311,6.38852,1.32069,1178.43,892.286,205.967,155.955,0.5534,0.419025,0.0,Yb,Yes,Yb,clean,Y,Y,Y,DISORDER,N,,,,,,,,CoRE-MOF-2019-ASR
BUCYAA_clean,5.25072,2.62411,5.0866,1.7117,0.0,0.0,637.178,372.249,0.4806,0.280774,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
QADWOK_clean,4.58729,3.99418,4.55638,1.86546,733.177,393.026,0.0,0.0,0.4474,0.239833,0.0,Tb,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
SIWZOP02_clean,3.5184,3.24337,3.5184,1.31057,0.0,0.0,47.682,36.3826,0.476,0.3632,0.0,Mg,No, ,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
EMEJUD_clean,4.83142,2.9809,4.74291,1.07213,0.0,0.0,472.678,440.876,0.4722,0.44043,0.0,Co,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
VURLIF_clean,5.59171,4.33137,5.56182,0.953551,2657.55,2787.0,0.0,0.0,0.6734,0.706202,0.0,Zn,No, ,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
DUYRAR_clean,5.40502,3.6653,5.2509,3.43473,596.999,173.813,136.893,39.8556,0.4634,0.134916,0.0,"W,Nd",Yes,"W,Nd",clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
MEYLIN_clean,4.35255,2.41172,4.34035,1.60882,0.0,0.0,805.25,500.521,0.5864,0.36449,0.0,Cu,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
WENKEH_clean,7.34891,5.7859,7.21721,1.50223,520.443,346.446,27.0727,18.0216,0.4484,0.298489,0.0,Pr,Yes,Pr,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
LUTCEJ_clean,3.9269,2.58728,3.9269,1.89949,0.0,0.0,275.756,145.174,0.4496,0.236695,0.0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
IXUWOO_clean,6.5953,3.20621,6.55588,1.07583,0.0,0.0,1101.94,1024.27,0.5128,0.476656,0.0,Co,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
WAGQAY_clean,23.95302,15.31723,23.95302,0.391691,1362.13,3477.56,0.0,0.0,0.858,2.1905,0.0,Ni,Yes,Ni,clean,N,Y,Y,DISORDER,N,,,,,,,,CoRE-MOF-2019-ASR
XIJJEH_clean,11.37411,4.41303,7.63365,0.873622,2240.2,2564.27,0.0,0.0,0.6836,0.78249,0.0,Co,Yes,Co,clean,N,Y,Y,DISORDER,N,,,,,,,,CoRE-MOF-2019-ASR
