name,num_nodes,num_edges,graph_density,status
hMOF-25060,94,202,0.0231,ok
hMOF-25061,136,284,0.0155,ok
hMOF-25062,100,214,0.0216,ok
hMOF-25063,82,178,0.0268,ok
hMOF-25064,82,176,0.0265,ok
hMOF-25065,82,176,0.0265,ok
hMOF-25066,116,254,0.019,ok
hMOF-25067,75,164,0.0295,ok
hMOF-25068,75,162,0.0292,ok
hMOF-25069,76,164,0.0288,ok
hMOF-2507,118,256,0.0185,ok
hMOF-25070,74,162,0.03,ok
hMOF-25071,73,158,0.0301,ok
hMOF-25072,81,176,0.0272,ok
hMOF-25073,72,158,0.0309,ok
hMOF-25074,81,176,0.0272,ok
hMOF-25075,120,262,0.0183,ok
hMOF-25076,40,88,0.0564,ok
hMOF-25077,40,88,0.0564,ok
hMOF-25078,20,40,0.1053,ok
hMOF-25079,40,80,0.0513,ok
hMOF-2508,236,512,0.0092,ok
hMOF-25080,60,120,0.0339,ok
hMOF-25081,40,90,0.0577,ok
hMOF-25082,40,88,0.0564,ok
hMOF-25083,40,88,0.0564,ok
hMOF-25084,40,88,0.0564,ok
hMOF-25085,40,90,0.0577,ok
hMOF-25086,40,90,0.0577,ok
hMOF-25087,40,90,0.0577,ok
hMOF-25088,49,106,0.0451,ok
hMOF-25089,49,106,0.0451,ok
hMOF-2509,354,768,0.0061,ok
hMOF-25090,49,106,0.0451,ok
hMOF-25091,69,150,0.032,ok
hMOF-25092,64,136,0.0337,ok
hMOF-25093,96,210,0.023,ok
hMOF-25094,58,124,0.0375,ok
hMOF-25095,58,124,0.0375,ok
hMOF-25096,67,144,0.0326,ok
hMOF-25097,58,124,0.0375,ok
hMOF-25098,67,142,0.0321,ok
hMOF-25099,48,104,0.0461,ok
hMOF-251,83,190,0.0279,ok
hMOF-2510,472,1024,0.0046,ok
hMOF-25100,48,104,0.0461,ok
hMOF-25101,42,92,0.0534,ok
hMOF-25102,74,160,0.0296,ok
hMOF-25103,50,110,0.0449,ok
hMOF-25104,50,112,0.0457,ok
hMOF-25105,50,110,0.0449,ok
hMOF-25106,50,110,0.0449,ok
hMOF-25107,60,132,0.0373,ok
hMOF-25108,44,96,0.0507,ok
hMOF-25109,42,92,0.0534,ok
hMOF-2511,121,262,0.018,ok
hMOF-25110,42,92,0.0534,ok
hMOF-25111,44,96,0.0507,ok
hMOF-25112,41,90,0.0549,ok
hMOF-25113,41,90,0.0549,ok
hMOF-25114,64,146,0.0362,ok
hMOF-25115,48,106,0.047,ok
hMOF-25116,61,130,0.0355,ok
hMOF-25117,61,130,0.0355,ok
hMOF-25118,47,102,0.0472,ok
hMOF-25119,60,128,0.0362,ok
hMOF-2512,242,524,0.009,ok
hMOF-25120,70,148,0.0306,ok
hMOF-25121,50,108,0.0441,ok
hMOF-25122,64,140,0.0347,ok
hMOF-25123,128,280,0.0172,ok
hMOF-25124,72,158,0.0309,ok
hMOF-25125,144,316,0.0153,ok
hMOF-25126,64,140,0.0347,ok
hMOF-25127,128,280,0.0172,ok
hMOF-25128,192,420,0.0115,ok
hMOF-25129,64,142,0.0352,ok
hMOF-2513,363,786,0.006,ok
hMOF-25130,128,284,0.0175,ok
hMOF-25131,64,140,0.0347,ok
hMOF-25132,128,280,0.0172,ok
hMOF-25133,64,140,0.0347,ok
hMOF-25134,128,280,0.0172,ok
hMOF-25135,64,144,0.0357,ok
hMOF-25136,128,288,0.0177,ok
hMOF-25137,64,142,0.0352,ok
hMOF-25138,128,284,0.0175,ok
hMOF-25139,64,140,0.0347,ok
hMOF-2514,120,260,0.0182,ok
hMOF-25140,128,280,0.0172,ok
hMOF-25141,64,142,0.0352,ok
hMOF-25142,128,284,0.0175,ok
hMOF-25143,64,140,0.0347,ok
hMOF-25144,128,280,0.0172,ok
hMOF-25145,64,140,0.0347,ok
hMOF-25146,128,280,0.0172,ok
hMOF-25147,64,142,0.0352,ok
hMOF-25148,128,284,0.0175,ok
hMOF-25149,64,142,0.0352,ok
hMOF-2515,240,520,0.0091,ok
hMOF-25150,128,284,0.0175,ok
hMOF-25151,64,142,0.0352,ok
hMOF-25152,128,284,0.0175,ok
hMOF-25153,64,142,0.0352,ok
hMOF-25154,128,284,0.0175,ok
hMOF-25155,82,176,0.0265,ok
hMOF-25156,82,174,0.0262,ok
hMOF-25157,164,348,0.013,ok
hMOF-25158,118,248,0.018,ok
hMOF-25159,126,272,0.0173,ok
hMOF-2516,360,780,0.006,ok
hMOF-25160,104,216,0.0202,ok
hMOF-25161,208,432,0.01,ok
hMOF-25162,144,302,0.0147,ok
hMOF-25163,127,266,0.0166,ok
hMOF-25164,70,150,0.0311,ok
hMOF-25165,140,300,0.0154,ok
hMOF-25166,210,450,0.0103,ok
hMOF-25167,82,176,0.0265,ok
hMOF-25168,164,352,0.0132,ok
hMOF-25169,84,180,0.0258,ok
hMOF-2517,480,1040,0.0045,ok
hMOF-25170,168,360,0.0128,ok
hMOF-25171,82,176,0.0265,ok
hMOF-25172,164,352,0.0132,ok
hMOF-25173,114,256,0.0199,ok
hMOF-25174,144,314,0.0152,ok
hMOF-25175,67,146,0.033,ok
hMOF-25176,134,292,0.0164,ok
hMOF-25177,201,438,0.0109,ok
hMOF-25178,93,202,0.0236,ok
hMOF-25179,83,186,0.0273,ok
hMOF-2518,120,260,0.0182,ok
hMOF-25180,79,172,0.0279,ok
hMOF-25181,68,148,0.0325,ok
hMOF-25182,136,296,0.0161,ok
hMOF-25183,204,444,0.0107,ok
hMOF-25184,71,152,0.0306,ok
hMOF-25185,142,304,0.0152,ok
hMOF-25186,70,152,0.0315,ok
hMOF-25187,140,304,0.0156,ok
hMOF-25188,71,154,0.031,ok
hMOF-25189,142,308,0.0154,ok
hMOF-2519,240,520,0.0091,ok
hMOF-25190,74,160,0.0296,ok
hMOF-25191,148,320,0.0147,ok
hMOF-25192,73,158,0.0301,ok
hMOF-25193,146,316,0.0149,ok
hMOF-25194,80,174,0.0275,ok
hMOF-25195,116,250,0.0187,ok
hMOF-25196,76,164,0.0288,ok
hMOF-25197,152,328,0.0143,ok
hMOF-25198,108,244,0.0211,ok
hMOF-25199,127,266,0.0166,ok
hMOF-252,166,380,0.0139,ok
hMOF-2520,360,780,0.006,ok
hMOF-25200,120,252,0.0176,ok
hMOF-25201,106,230,0.0207,ok
hMOF-25202,106,226,0.0203,ok
hMOF-25203,99,212,0.0219,ok
hMOF-25204,112,240,0.0193,ok
hMOF-25205,134,292,0.0164,ok
hMOF-25206,124,268,0.0176,ok
hMOF-25207,80,172,0.0272,ok
hMOF-25208,160,344,0.0135,ok
hMOF-25209,240,516,0.009,ok
hMOF-2521,121,262,0.018,ok
hMOF-25210,80,174,0.0275,ok
hMOF-25211,160,348,0.0137,ok
hMOF-25212,80,174,0.0275,ok
hMOF-25213,160,348,0.0137,ok
hMOF-25214,80,174,0.0275,ok
hMOF-25215,160,348,0.0137,ok
hMOF-25216,80,174,0.0275,ok
hMOF-25217,160,348,0.0137,ok
hMOF-25218,80,174,0.0275,ok
hMOF-25219,160,348,0.0137,ok
hMOF-2522,242,524,0.009,ok
hMOF-25220,80,174,0.0275,ok
hMOF-25221,160,350,0.0138,ok
hMOF-25222,80,172,0.0272,ok
hMOF-25223,160,344,0.0135,ok
hMOF-25224,240,516,0.009,ok
hMOF-25225,80,178,0.0282,ok
hMOF-25226,160,356,0.014,ok
hMOF-25227,80,180,0.0285,ok
hMOF-25228,80,174,0.0275,ok
hMOF-25229,160,348,0.0137,ok
hMOF-2523,363,786,0.006,ok
hMOF-25230,80,174,0.0275,ok
hMOF-25231,160,348,0.0137,ok
hMOF-25232,80,174,0.0275,ok
hMOF-25233,160,348,0.0137,ok
hMOF-25234,80,178,0.0282,ok
hMOF-25235,160,358,0.0141,ok
hMOF-25236,80,174,0.0275,ok
hMOF-25237,160,348,0.0137,ok
hMOF-25238,80,186,0.0294,ok
hMOF-25239,160,372,0.0146,ok
hMOF-2524,118,256,0.0185,ok
hMOF-25240,125,262,0.0169,ok
hMOF-25241,250,524,0.0084,ok
hMOF-25242,104,220,0.0205,ok
hMOF-25243,208,440,0.0102,ok
hMOF-25244,152,328,0.0143,ok
hMOF-25245,140,292,0.015,ok
hMOF-25246,280,584,0.0075,ok
hMOF-25247,152,316,0.0138,ok
hMOF-25248,94,204,0.0233,ok
hMOF-25249,188,408,0.0116,ok
hMOF-2525,236,512,0.0092,ok
hMOF-25250,106,224,0.0201,ok
hMOF-25251,212,448,0.01,ok
hMOF-25252,104,222,0.0207,ok
hMOF-25253,208,444,0.0103,ok
hMOF-25254,102,216,0.021,ok
hMOF-25255,204,432,0.0104,ok
hMOF-25256,100,216,0.0218,ok
hMOF-25257,89,192,0.0245,ok
hMOF-25258,89,190,0.0243,ok
hMOF-25259,178,380,0.0121,ok
hMOF-2526,354,768,0.0061,ok
hMOF-25260,267,570,0.008,ok
hMOF-25261,92,196,0.0234,ok
hMOF-25262,184,392,0.0116,ok
hMOF-25263,92,194,0.0232,ok
hMOF-25264,184,388,0.0115,ok
hMOF-25265,94,210,0.024,ok
hMOF-25266,87,186,0.0249,ok
hMOF-25267,174,372,0.0124,ok
hMOF-25268,92,198,0.0237,ok
hMOF-25269,128,276,0.017,ok
hMOF-2527,472,1024,0.0046,ok
hMOF-25270,140,296,0.0152,ok
hMOF-25271,136,292,0.0159,ok
hMOF-25272,116,256,0.0192,ok
hMOF-25273,232,512,0.0096,ok
hMOF-25274,136,286,0.0156,ok
hMOF-25275,170,354,0.0123,ok
hMOF-25276,80,172,0.0272,ok
hMOF-25277,160,344,0.0135,ok
hMOF-25278,80,174,0.0275,ok
hMOF-25279,160,348,0.0137,ok
hMOF-2528,121,262,0.018,ok
hMOF-25280,80,172,0.0272,ok
hMOF-25281,160,344,0.0135,ok
hMOF-25282,80,174,0.0275,ok
hMOF-25283,160,348,0.0137,ok
hMOF-25284,80,172,0.0272,ok
hMOF-25285,160,344,0.0135,ok
hMOF-25286,80,180,0.0285,ok
hMOF-25287,160,364,0.0143,ok
hMOF-25288,80,174,0.0275,ok
hMOF-25289,160,348,0.0137,ok
hMOF-2529,242,524,0.009,ok
hMOF-25290,80,176,0.0278,ok
hMOF-25291,160,352,0.0138,ok
hMOF-25292,80,174,0.0275,ok
hMOF-25293,160,348,0.0137,ok
hMOF-25294,80,176,0.0278,ok
hMOF-25295,160,352,0.0138,ok
hMOF-25296,80,174,0.0275,ok
hMOF-25297,160,348,0.0137,ok
hMOF-25298,80,178,0.0282,ok
hMOF-25299,80,176,0.0278,ok
hMOF-253,249,574,0.0093,ok
hMOF-2530,363,786,0.006,ok
hMOF-25300,160,352,0.0138,ok
hMOF-25301,80,180,0.0285,ok
hMOF-25302,160,372,0.0146,ok
hMOF-25303,80,186,0.0294,ok
hMOF-25304,122,256,0.0173,ok
hMOF-25305,113,238,0.0188,ok
hMOF-25306,226,476,0.0094,ok
hMOF-25307,122,260,0.0176,ok
hMOF-25308,146,310,0.0146,ok
hMOF-25309,292,620,0.0073,ok
hMOF-2531,119,258,0.0184,ok
hMOF-25310,164,348,0.013,ok
hMOF-25311,152,318,0.0139,ok
hMOF-25312,170,352,0.0123,ok
hMOF-25313,112,238,0.0191,ok
hMOF-25314,224,476,0.0095,ok
hMOF-25315,104,220,0.0205,ok
hMOF-25316,208,440,0.0102,ok
hMOF-25317,108,230,0.0199,ok
hMOF-25318,108,226,0.0196,ok
hMOF-25319,216,452,0.0097,ok
hMOF-2532,238,516,0.0091,ok
hMOF-25320,108,234,0.0202,ok
hMOF-25321,150,328,0.0147,ok
hMOF-25322,91,194,0.0237,ok
hMOF-25323,92,198,0.0237,ok
hMOF-25324,184,396,0.0118,ok
hMOF-25325,94,202,0.0231,ok
hMOF-25326,188,404,0.0115,ok
hMOF-25327,94,214,0.0245,ok
hMOF-25328,92,200,0.0239,ok
hMOF-25329,93,198,0.0231,ok
hMOF-2533,357,774,0.0061,ok
hMOF-25330,186,396,0.0115,ok
hMOF-25331,90,192,0.024,ok
hMOF-25332,132,282,0.0163,ok
hMOF-25333,116,246,0.0184,ok
hMOF-25334,120,270,0.0189,ok
hMOF-25335,120,266,0.0186,ok
hMOF-25336,115,244,0.0186,ok
hMOF-25337,150,312,0.014,ok
hMOF-25338,150,312,0.014,ok
hMOF-25339,200,414,0.0104,ok
hMOF-2534,161,342,0.0133,ok
hMOF-25340,170,354,0.0123,ok
hMOF-25341,170,354,0.0123,ok
hMOF-25342,44,92,0.0486,ok
hMOF-25343,44,94,0.0497,ok
hMOF-25344,44,92,0.0486,ok
hMOF-25345,44,92,0.0486,ok
hMOF-25346,44,92,0.0486,ok
hMOF-25347,44,94,0.0497,ok
hMOF-25348,44,96,0.0507,ok
hMOF-25349,44,94,0.0497,ok
hMOF-2535,322,684,0.0066,ok
hMOF-25350,26,50,0.0769,ok
hMOF-25351,52,102,0.0385,ok
hMOF-25352,62,140,0.037,ok
hMOF-25353,44,96,0.0507,ok
hMOF-25354,44,94,0.0497,ok
hMOF-25355,62,138,0.0365,ok
hMOF-25356,44,94,0.0497,ok
hMOF-25357,56,116,0.0377,ok
hMOF-25358,56,116,0.0377,ok
hMOF-25359,68,140,0.0307,ok
hMOF-2536,161,344,0.0134,ok
hMOF-25360,104,234,0.0218,ok
hMOF-25361,74,152,0.0281,ok
hMOF-25362,98,200,0.021,ok
hMOF-25363,71,146,0.0294,ok
hMOF-25364,62,128,0.0338,ok
hMOF-25365,71,146,0.0294,ok
hMOF-25366,54,112,0.0391,ok
hMOF-25367,52,108,0.0407,ok
hMOF-25368,84,182,0.0261,ok
hMOF-25369,104,226,0.0211,ok
hMOF-2537,322,688,0.0067,ok
hMOF-25370,92,202,0.0241,ok
hMOF-25371,71,152,0.0306,ok
hMOF-25372,51,108,0.0424,ok
hMOF-25373,51,108,0.0424,ok
hMOF-25374,46,96,0.0464,ok
hMOF-25375,49,102,0.0434,ok
hMOF-25376,47,98,0.0453,ok
hMOF-25377,69,156,0.0332,ok
hMOF-25378,64,134,0.0332,ok
hMOF-25379,64,132,0.0327,ok
hMOF-2538,173,366,0.0123,ok
hMOF-25380,60,124,0.035,ok
hMOF-25381,86,176,0.0241,ok
hMOF-25382,65,134,0.0322,ok
hMOF-25383,65,134,0.0322,ok
hMOF-25384,79,162,0.0263,ok
hMOF-25385,64,132,0.0327,ok
hMOF-25386,84,190,0.0273,ok
hMOF-25387,52,108,0.0407,ok
hMOF-25388,104,216,0.0202,ok
hMOF-25389,52,110,0.0415,ok
hMOF-2539,346,732,0.0061,ok
hMOF-25390,52,108,0.0407,ok
hMOF-25391,104,216,0.0202,ok
hMOF-25392,52,110,0.0415,ok
hMOF-25393,104,220,0.0205,ok
hMOF-25394,66,146,0.034,ok
hMOF-25395,66,142,0.0331,ok
hMOF-25396,132,284,0.0164,ok
hMOF-25397,38,80,0.0569,ok
hMOF-25398,76,160,0.0281,ok
hMOF-25399,114,240,0.0186,ok
hMOF-254,83,192,0.0282,ok
hMOF-2540,224,468,0.0094,ok
hMOF-25400,52,114,0.043,ok
hMOF-25401,38,78,0.0555,ok
hMOF-25402,76,156,0.0274,ok
hMOF-25403,52,112,0.0422,ok
hMOF-25404,52,114,0.043,ok
hMOF-25405,52,110,0.0415,ok
hMOF-25406,52,112,0.0422,ok
hMOF-25407,52,114,0.043,ok
hMOF-25408,52,112,0.0422,ok
hMOF-25409,67,138,0.0312,ok
hMOF-2541,196,420,0.011,ok
hMOF-25410,73,150,0.0285,ok
hMOF-25411,79,162,0.0263,ok
hMOF-25412,88,180,0.0235,ok
hMOF-25413,138,286,0.0151,ok
hMOF-25414,60,124,0.035,ok
hMOF-25415,60,124,0.035,ok
hMOF-25416,74,158,0.0292,ok
hMOF-25417,56,116,0.0377,ok
hMOF-25418,61,126,0.0344,ok
hMOF-25419,60,128,0.0362,ok
hMOF-2542,392,840,0.0055,ok
hMOF-25420,120,260,0.0182,ok
hMOF-25421,57,118,0.037,ok
hMOF-25422,76,158,0.0277,ok
hMOF-25423,80,176,0.0278,ok
hMOF-25424,101,206,0.0204,ok
hMOF-25425,87,178,0.0238,ok
hMOF-25426,52,108,0.0407,ok
hMOF-25427,66,144,0.0336,ok
hMOF-25428,132,288,0.0167,ok
hMOF-25429,52,108,0.0407,ok
hMOF-2543,238,496,0.0088,ok
hMOF-25430,52,108,0.0407,ok
hMOF-25431,52,108,0.0407,ok
hMOF-25432,52,110,0.0415,ok
hMOF-25433,66,146,0.034,ok
hMOF-25434,52,110,0.0415,ok
hMOF-25435,52,110,0.0415,ok
hMOF-25436,52,110,0.0415,ok
hMOF-25437,52,118,0.0445,ok
hMOF-25438,52,110,0.0415,ok
hMOF-25439,52,110,0.0415,ok
hMOF-2544,476,992,0.0044,ok
hMOF-25440,52,114,0.043,ok
hMOF-25441,52,114,0.043,ok
hMOF-25442,104,234,0.0218,ok
hMOF-25443,67,138,0.0312,ok
hMOF-25444,87,186,0.0249,ok
hMOF-25445,73,150,0.0285,ok
hMOF-25446,70,146,0.0302,ok
hMOF-25447,88,182,0.0238,ok
hMOF-25448,94,198,0.0226,ok
hMOF-25449,64,132,0.0327,ok
hMOF-2545,245,512,0.0086,ok
hMOF-25450,68,140,0.0307,ok
hMOF-25451,68,140,0.0307,ok
hMOF-25452,70,144,0.0298,ok
hMOF-25453,80,176,0.0278,ok
hMOF-25454,66,138,0.0322,ok
hMOF-25455,56,116,0.0377,ok
hMOF-25456,59,122,0.0357,ok
hMOF-25457,61,126,0.0344,ok
hMOF-25458,79,168,0.0273,ok
hMOF-25459,59,122,0.0357,ok
hMOF-2546,490,1024,0.0043,ok
hMOF-25460,60,124,0.035,ok
hMOF-25461,106,222,0.0199,ok
hMOF-25462,76,162,0.0284,ok
hMOF-25463,72,154,0.0301,ok
hMOF-25464,101,212,0.021,ok
hMOF-25465,94,198,0.0226,ok
hMOF-25466,101,214,0.0212,ok
hMOF-25467,80,178,0.0282,ok
hMOF-25468,80,176,0.0278,ok
hMOF-25469,80,180,0.0285,ok
hMOF-2547,229,476,0.0091,ok
hMOF-25470,80,184,0.0291,ok
hMOF-25472,110,236,0.0197,ok
hMOF-25473,116,266,0.0199,ok
hMOF-25475,143,304,0.015,ok
hMOF-25476,98,212,0.0223,ok
hMOF-25477,120,264,0.0185,ok
hMOF-25478,90,196,0.0245,ok
hMOF-25479,96,208,0.0228,ok
hMOF-2548,458,952,0.0045,ok
hMOF-25480,91,198,0.0242,ok
hMOF-25481,120,270,0.0189,ok
hMOF-25482,74,162,0.03,ok
hMOF-25483,148,324,0.0149,ok
hMOF-25484,68,148,0.0325,ok
hMOF-25485,136,296,0.0161,ok
hMOF-25486,68,148,0.0325,ok
hMOF-25487,136,296,0.0161,ok
hMOF-25488,68,148,0.0325,ok
hMOF-25489,68,148,0.0325,ok
hMOF-2549,73,162,0.0308,ok
hMOF-25490,62,134,0.0354,ok
hMOF-25491,124,268,0.0176,ok
hMOF-25492,68,150,0.0329,ok
hMOF-25493,68,154,0.0338,ok
hMOF-25494,68,150,0.0329,ok
hMOF-25495,74,170,0.0315,ok
hMOF-25496,68,150,0.0329,ok
hMOF-25497,68,154,0.0338,ok
hMOF-25498,136,322,0.0175,ok
hMOF-25499,62,140,0.037,ok
hMOF-255,166,384,0.014,ok
hMOF-2550,146,324,0.0153,ok
hMOF-25500,68,152,0.0334,ok
hMOF-25501,136,304,0.0166,ok
hMOF-25502,68,152,0.0334,ok
hMOF-25503,68,152,0.0334,ok
hMOF-25504,136,304,0.0166,ok
hMOF-25505,92,196,0.0234,ok
hMOF-25506,101,214,0.0212,ok
hMOF-25507,107,228,0.0201,ok
hMOF-25508,101,216,0.0214,ok
hMOF-25509,128,280,0.0172,ok
hMOF-2551,81,178,0.0275,ok
hMOF-25510,122,256,0.0173,ok
hMOF-25511,140,292,0.015,ok
hMOF-25512,116,260,0.0195,ok
hMOF-25513,122,258,0.0175,ok
hMOF-25514,137,290,0.0156,ok
hMOF-25515,131,276,0.0162,ok
hMOF-25516,86,184,0.0252,ok
hMOF-25517,90,192,0.024,ok
hMOF-25518,98,222,0.0234,ok
hMOF-25519,90,192,0.024,ok
hMOF-2552,162,356,0.0136,ok
hMOF-25520,79,170,0.0276,ok
hMOF-25521,70,152,0.0315,ok
hMOF-25522,79,170,0.0276,ok
hMOF-25523,79,170,0.0276,ok
hMOF-25524,74,160,0.0296,ok
hMOF-25525,76,166,0.0291,ok
hMOF-25526,152,332,0.0145,ok
hMOF-25527,76,172,0.0302,ok
hMOF-25528,86,194,0.0265,ok
hMOF-25529,106,232,0.0208,ok
hMOF-2553,73,162,0.0308,ok
hMOF-25530,100,214,0.0216,ok
hMOF-25531,100,212,0.0214,ok
hMOF-25532,128,280,0.0172,ok
hMOF-25533,131,280,0.0164,ok
hMOF-25534,68,148,0.0325,ok
hMOF-25535,68,148,0.0325,ok
hMOF-25536,68,152,0.0334,ok
hMOF-25537,68,162,0.0356,ok
hMOF-25538,98,208,0.0219,ok
hMOF-25539,110,234,0.0195,ok
hMOF-2554,146,324,0.0153,ok
hMOF-25540,110,232,0.0193,ok
hMOF-25541,83,184,0.027,ok
hMOF-25542,75,162,0.0292,ok
hMOF-25543,76,164,0.0288,ok
hMOF-25544,100,218,0.022,ok
hMOF-25545,118,250,0.0181,ok
hMOF-25546,144,302,0.0147,ok
hMOF-25547,80,176,0.0278,ok
hMOF-25548,80,188,0.0297,ok
hMOF-25549,80,190,0.0301,ok
hMOF-2555,73,162,0.0308,ok
hMOF-25550,80,180,0.0285,ok
hMOF-25551,80,190,0.0301,ok
hMOF-25552,104,228,0.0213,ok
hMOF-25553,93,204,0.0238,ok
hMOF-25554,80,176,0.0278,ok
hMOF-25555,80,176,0.0278,ok
hMOF-25556,80,178,0.0282,ok
hMOF-25557,80,176,0.0278,ok
hMOF-25558,80,184,0.0291,ok
hMOF-25559,80,182,0.0288,ok
hMOF-2556,146,324,0.0153,ok
hMOF-25560,80,178,0.0282,ok
hMOF-25561,160,364,0.0143,ok
hMOF-25562,158,340,0.0137,ok
hMOF-25563,146,308,0.0145,ok
hMOF-25564,188,394,0.0112,ok
hMOF-25565,100,222,0.0224,ok
hMOF-25566,100,216,0.0218,ok
hMOF-25567,102,226,0.0219,ok
hMOF-25568,90,200,0.025,ok
hMOF-25569,91,198,0.0242,ok
hMOF-2557,81,178,0.0275,ok
hMOF-25570,128,284,0.0175,ok
hMOF-25571,116,256,0.0192,ok
hMOF-25572,120,282,0.0197,ok
hMOF-25573,180,376,0.0117,ok
hMOF-25574,58,126,0.0381,ok
hMOF-25575,86,194,0.0265,ok
hMOF-25576,172,388,0.0132,ok
hMOF-25577,58,126,0.0381,ok
hMOF-25578,58,126,0.0381,ok
hMOF-25579,58,126,0.0381,ok
hMOF-2558,162,356,0.0136,ok
hMOF-25580,58,126,0.0381,ok
hMOF-25581,116,252,0.0189,ok
hMOF-25582,58,128,0.0387,ok
hMOF-25583,44,92,0.0486,ok
hMOF-25584,88,184,0.024,ok
hMOF-25585,58,126,0.0381,ok
hMOF-25586,58,130,0.0393,ok
hMOF-25587,58,128,0.0387,ok
hMOF-25588,58,126,0.0381,ok
hMOF-25589,58,128,0.0387,ok
hMOF-2559,73,162,0.0308,ok
hMOF-25590,58,130,0.0393,ok
hMOF-25591,72,164,0.0321,ok
hMOF-25592,144,328,0.0159,ok
hMOF-25593,58,132,0.0399,ok
hMOF-25594,79,168,0.0273,ok
hMOF-25595,82,174,0.0262,ok
hMOF-25596,90,196,0.0245,ok
hMOF-25597,79,168,0.0273,ok
hMOF-25598,73,156,0.0297,ok
hMOF-25599,106,222,0.0199,ok
hMOF-256,249,576,0.0093,ok
hMOF-2560,146,324,0.0153,ok
hMOF-25600,112,248,0.0199,ok
hMOF-25601,94,200,0.0229,ok
hMOF-25602,88,186,0.0243,ok
hMOF-25603,106,224,0.0201,ok
hMOF-25604,121,254,0.0175,ok
hMOF-25605,130,270,0.0161,ok
hMOF-25606,72,154,0.0301,ok
hMOF-25607,52,108,0.0407,ok
hMOF-25608,78,166,0.0276,ok
hMOF-25609,70,150,0.0311,ok
hMOF-2561,73,162,0.0308,ok
hMOF-25610,78,166,0.0276,ok
hMOF-25611,104,234,0.0218,ok
hMOF-25612,108,236,0.0204,ok
hMOF-25613,78,174,0.029,ok
hMOF-25614,78,170,0.0283,ok
hMOF-25615,65,140,0.0337,ok
hMOF-25616,66,142,0.0331,ok
hMOF-25617,68,148,0.0325,ok
hMOF-25618,63,136,0.0348,ok
hMOF-25619,65,140,0.0337,ok
hMOF-2562,146,324,0.0153,ok
hMOF-25620,48,100,0.0443,ok
hMOF-25621,63,136,0.0348,ok
hMOF-25622,65,140,0.0337,ok
hMOF-25623,64,132,0.0327,ok
hMOF-25624,93,196,0.0229,ok
hMOF-25625,86,182,0.0249,ok
hMOF-25626,78,170,0.0283,ok
hMOF-25627,156,340,0.0141,ok
hMOF-25628,234,510,0.0094,ok
hMOF-25629,78,170,0.0283,ok
hMOF-2563,65,146,0.0351,ok
hMOF-25630,156,340,0.0141,ok
hMOF-25631,82,182,0.0274,ok
hMOF-25632,164,364,0.0136,ok
hMOF-25633,74,158,0.0292,ok
hMOF-25634,148,316,0.0145,ok
hMOF-25635,222,474,0.0097,ok
hMOF-25636,78,170,0.0283,ok
hMOF-25637,156,340,0.0141,ok
hMOF-25638,78,170,0.0283,ok
hMOF-25639,156,340,0.0141,ok
hMOF-2564,73,162,0.0308,ok
hMOF-25640,78,176,0.0293,ok
hMOF-25641,156,354,0.0146,ok
hMOF-25642,78,178,0.0296,ok
hMOF-25643,156,356,0.0147,ok
hMOF-25644,82,190,0.0286,ok
hMOF-25645,164,380,0.0142,ok
hMOF-25646,82,192,0.0289,ok
hMOF-25647,164,384,0.0144,ok
hMOF-25648,78,174,0.029,ok
hMOF-25649,156,348,0.0144,ok
hMOF-2565,73,162,0.0308,ok
hMOF-25650,78,184,0.0306,ok
hMOF-25651,156,368,0.0152,ok
hMOF-25652,78,180,0.03,ok
hMOF-25653,156,366,0.0151,ok
hMOF-25654,78,178,0.0296,ok
hMOF-25655,156,356,0.0147,ok
hMOF-25656,78,180,0.03,ok
hMOF-25657,156,360,0.0149,ok
hMOF-25658,78,180,0.03,ok
hMOF-25659,156,368,0.0152,ok
hMOF-2566,146,324,0.0153,ok
hMOF-25660,117,248,0.0183,ok
hMOF-25661,108,230,0.0199,ok
hMOF-25662,216,460,0.0099,ok
hMOF-25663,132,280,0.0162,ok
hMOF-25664,142,308,0.0154,ok
hMOF-25665,160,338,0.0133,ok
hMOF-25666,172,362,0.0123,ok
hMOF-25667,159,334,0.0133,ok
hMOF-25668,92,198,0.0237,ok
hMOF-25669,184,396,0.0118,ok
hMOF-2567,81,178,0.0275,ok
hMOF-25670,98,214,0.0225,ok
hMOF-25671,98,214,0.0225,ok
hMOF-25672,196,428,0.0112,ok
hMOF-25673,138,306,0.0162,ok
hMOF-25674,88,194,0.0253,ok
hMOF-25675,176,388,0.0126,ok
hMOF-25676,89,196,0.025,ok
hMOF-25677,178,392,0.0124,ok
hMOF-25678,93,202,0.0236,ok
hMOF-25679,186,404,0.0117,ok
hMOF-2568,162,356,0.0136,ok
hMOF-25680,85,184,0.0258,ok
hMOF-25681,170,368,0.0128,ok
hMOF-25682,99,216,0.0223,ok
hMOF-25683,96,210,0.023,ok
hMOF-25684,192,420,0.0115,ok
hMOF-25685,114,252,0.0196,ok
hMOF-25686,86,186,0.0254,ok
hMOF-25687,172,372,0.0126,ok
hMOF-25688,196,426,0.0111,ok
hMOF-25689,178,372,0.0118,ok
hMOF-2569,73,162,0.0308,ok
hMOF-25690,98,214,0.0225,ok
hMOF-25691,196,428,0.0112,ok
hMOF-25692,294,642,0.0075,ok
hMOF-25693,98,214,0.0225,ok
hMOF-25694,196,428,0.0112,ok
